mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_fit_intercept,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.010179758071899414,0.001227766024454924,0.0026371002197265623,0.0010197746466618703,True,{'fit_intercept': True},-105311.46904379017,-105926.53976731085,-105563.4297207976,-104193.47033755848,-129151.6695313273,-110029.31568015688,9578.689807582328,2
0.00853743553161621,0.0019248841338149266,0.00222320556640625,0.0007753040276117345,False,{'fit_intercept': False},-105311.46904378981,-105926.53976731049,-105563.42972079752,-104193.4703375585,-129151.6695313275,-110029.31568015677,9578.689807582483,1
