mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_fit_intercept,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.01100454330444336,0.0015870541458588097,0.002487468719482422,0.0005511160723895693,True,{'fit_intercept': True},-105311.46904379017,-105926.53976731085,-105563.4297207976,-104193.47033755848,-129151.6695313273,-110029.31568015688,9578.689807582328,2
0.008227348327636719,0.0006411707649411757,0.001626873016357422,0.0005117323119600062,False,{'fit_intercept': False},-105311.46904378981,-105926.53976731049,-105563.42972079752,-104193.4703375585,-129151.6695313275,-110029.31568015677,9578.689807582483,1
